@relation caracteristicas

@attribute corpo_vermelho_charmeleon real
@attribute barriga_bege_claro_charmeleon real
@attribute corpo_laranja_charizard real
@attribute barriga_bege_charizard real
@attribute asas_verdes_charizard real
@attribute corpo_preto_mega real
@attribute barriga_azul_claro_mega real
@attribute chama_azul_mega real
@attribute classe {Charmeleon, Charizard, Mega}

@data
0.41109443231441045,1.0064564001091703,8.341677469978166,2.113682109716157,4.871298444323144,0.4128428629912664,0.0,79.90933747270742,Charizard
4.682726864330638,0.5351527403414196,18.040768194070083,0.9231805929919137,1.430817610062893,7.433737646001797,0.005615453728661277,30.66374663072776,Charizard
0.6376149089516611,0.35923914138822055,14.479535625583246,0.35076729393490713,9.68718845747695,0.1332294682492031,0.0,17.838605564375026,Charizard
0.5058986077160166,0.4678145038438375,10.288553512594325,3.8436603252205335,13.215715449746696,0.6500867963297552,0.08449356998618344,24.031778084812412,Charizard
9.258760107816713,0.0589622641509434,21.369047619047617,0.4559748427672956,4.966868823000898,0.2841419586702606,0.0,33.057614555256066,Charizard
1.4634831460674158,9.27728731942215,27.674558587479936,1.7929373996789726,10.876404494382022,0.6332263242375602,0.007624398073836277,52.31019261637238,Charizard
0.8495967741935484,0.06048387096774194,14.388978494623656,0.76747311827957,12.77513440860215,0.20577956989247312,0.0,11.779435483870968,Charizard
0.07447750619907899,0.26230959971661355,20.973698193411263,9.202178533475026,12.651168969181722,0.3992206872121856,0.0,81.15683669854764,Charizard
0.1948888888888889,8.464444444444444,10.181444444444445,3.603666666666667,4.7202222222222225,0.026555555555555554,0.0,91.37244444444444,Charizard
3.298970522052205,0.10351035103510352,29.754162916291627,0.016665729072907292,5.503487848784879,0.3711464896489649,0.0,40.66494149414942,Charizard
0.037651909722222224,0.029188368055555552,6.569552951388889,2.451497395833333,32.00477430555556,0.9822048611111112,0.005208333333333334,3.9223090277777777,Charizard
0.4866666666666667,0.013333333333333334,19.391111111111112,5.567777777777778,10.624444444444444,0.34444444444444444,0.0,25.895555555555553,Charizard
0.11927874942797649,0.40711827415428525,15.202692639918983,1.1693649929732497,6.572380944644371,0.33468452733933923,1.3539018096251588E-4,86.69588386771838,Charizard
0.839709768826386,0.16982626200948356,14.77667369505691,6.122809193516072,7.007181838130766,0.1967790255025617,0.0,33.19268602177211,Charizard
0.02652487470969319,0.6665444322209999,19.710059894878377,1.7341400806747342,4.295562889622295,0.11318909668744652,0.0,24.629385160738295,Charizard
0.343167550336662,0.22143877655701485,8.607713075396775,1.7708846791890085,9.797977776054086,0.180403794234585,1.251066534220423E-4,79.84869601335139,Charizard
0.16833333333333333,0.24944444444444444,10.110833333333332,2.7733333333333334,9.492222222222223,0.11777777777777779,2.383611111111111,22.40972222222222,Charizard
1.1766398158803222,0.637289238004703,20.770250662930906,4.751463451243308,10.45992395056787,0.6312853354680542,0.0017511382398559061,83.96232551158252,Charizard
0.5304309751673234,0.06405204228435604,12.718959154312879,7.672859198098456,7.351723275161068,0.14661912804153374,0.0,23.497841996622256,Charizard
0.06876487701666226,0.7702988627347263,16.169664110023803,4.151679449880984,15.530944194657497,2.7330732610420525,0.05355725998413118,20.616900290928324,Charizard
27.67991520932697,0.0,57.33810280869105,0.0,0.0,0.02172760996290408,0.0,62.928987811340754,Charizard
